 PEAK VALUE Output  --------  CD            1

        1   HOUR Average  CONCENTRATION Values at Selected Receptors  (ng/m**3)    
       19   Receptors are Included

 PD START TIME
 YYYY JDY HHMM   (I , J)  T     X(km)      Y(km)  

 2017 255 1700    19   0  D    762.221   5038.771  1.731217E+00
 2017 255 1800    19   0  D    762.221   5038.771  1.431161E-01
 2017 255 1900     7   0  D    763.210   5035.802  7.125750E-02
 2017 255 2000     2   0  D    759.151   5035.878  1.931366E-01
 2017 255 2100    11   0  D    759.234   5036.217  1.073756E-01
 2017 255 2200     6   0  D    760.333   5035.513  3.996797E-03
 2017 255 2300     7   0  D    763.210   5035.802  7.769843E-03
 2017 256 0000     6   0  D    760.333   5035.513  2.373132E-02
 2017 256 0100     0   0         0.000      0.000  0.000000E+00
 2017 256 0200     0   0         0.000      0.000  0.000000E+00
 2017 256 0300     0   0         0.000      0.000  0.000000E+00
 2017 256 0400    19   0  D    762.221   5038.771  1.105151E-03
 2017 256 0500    19   0  D    762.221   5038.771  8.633100E-02
 2017 256 0600    19   0  D    762.221   5038.771  4.189907E-04
 2017 256 0700     0   0         0.000      0.000  0.000000E+00
 2017 256 0800     0   0         0.000      0.000  0.000000E+00
 2017 256 0900     0   0         0.000      0.000  0.000000E+00
 2017 256 1000     0   0         0.000      0.000  0.000000E+00
 2017 256 1100    17   0  D    761.900   5038.891  4.371904E-01
 2017 256 1200     1   0  D    762.253   5039.009  6.953909E-01
 2017 256 1300     1   0  D    762.253   5039.009  2.768294E+00
 2017 256 1400     1   0  D    762.253   5039.009  1.574211E+00
 2017 256 1500     1   0  D    762.253   5039.009  2.114273E-01
 2017 256 1600     1   0  D    762.253   5039.009  2.859257E-01
 2017 256 1700    12   0  D    761.689   5039.540  1.577623E-01
 2017 256 1800    12   0  D    761.689   5039.540  1.180353E-01
 2017 256 1900    12   0  D    761.689   5039.540  9.996009E-03
 2017 256 2000     1   0  D    762.253   5039.009  4.873362E-02
 2017 256 2100     1   0  D    762.253   5039.009  7.100250E-03
 2017 256 2200    13   0  D    762.726   5039.480  5.713042E-02
 2017 256 2300     7   0  D    763.210   5035.802  1.970897E-02
 2017 257 0000    19   0  D    762.221   5038.771  1.043613E-02
 2017 257 0100    19   0  D    762.221   5038.771  2.382891E-02
 2017 257 0200     5   0  D    760.730   5036.927  7.446981E-02
 2017 257 0300    10   0  D    761.696   5038.194  8.234473E-02
 2017 257 0400     4   0  D    759.658   5037.022  5.747897E-02
 2017 257 0500    19   0  D    762.221   5038.771  1.243845E-02
 2017 257 0600     7   0  D    763.210   5035.802  3.360607E-02
 2017 257 0700     9   0  D    762.308   5038.811  2.570785E-01
 2017 257 0800    19   0  D    762.221   5038.771  1.540653E+00
 2017 257 0900    14   0  D    761.850   5038.547  8.914753E-01
 2017 257 1000     9   0  D    762.308   5038.811  1.508775E+00
 2017 257 1100     1   0  D    762.253   5039.009  2.186872E+00
 2017 257 1200    17   0  D    761.900   5038.891  6.342470E-01
 2017 257 1300    14   0  D    761.850   5038.547  3.241093E-01
 2017 257 1400    19   0  D    762.221   5038.771  1.255187E+00
 2017 257 1500    19   0  D    762.221   5038.771  2.612897E+00
 2017 257 1600    19   0  D    762.221   5038.771  3.059543E+00
 2017 257 1700    19   0  D    762.221   5038.771  1.976667E+00
 2017 257 1800    10   0  D    761.696   5038.194  2.773735E-01
 2017 257 1900     5   0  D    760.730   5036.927  5.686438E-02
 2017 257 2000    19   0  D    762.221   5038.771  8.375225E-02
 2017 257 2100    10   0  D    761.696   5038.194  5.890117E-01
 2017 257 2200     6   0  D    760.333   5035.513  8.899474E-03
 2017 257 2300     9   0  D    762.308   5038.811  4.497439E-03
 2017 258 0000     9   0  D    762.308   5038.811  3.969840E-03
 2017 258 0100     7   0  D    763.210   5035.802  9.516832E-02
 2017 258 0200    10   0  D    761.696   5038.194  4.534236E-01
 2017 258 0300     7   0  D    763.210   5035.802  4.923164E-02
 2017 258 0400     7   0  D    763.210   5035.802  1.365493E-01
 2017 258 0500     7   0  D    763.210   5035.802  3.420527E-02
 2017 258 0600     7   0  D    763.210   5035.802  4.924694E-03
 2017 258 0700     0   0         0.000      0.000  0.000000E+00
 2017 258 0800     0   0         0.000      0.000  0.000000E+00
 2017 258 0900     0   0         0.000      0.000  0.000000E+00
 2017 258 1000     0   0         0.000      0.000  0.000000E+00
 2017 258 1100     0   0         0.000      0.000  0.000000E+00
 2017 258 1200    19   0  D    762.221   5038.771  2.882559E-01
 2017 258 1300    19   0  D    762.221   5038.771  1.795177E+00
 2017 258 1400    19   0  D    762.221   5038.771  2.328300E+00
 2017 258 1500    19   0  D    762.221   5038.771  2.571015E+00
 2017 258 1600    19   0  D    762.221   5038.771  1.193943E+00
 2017 258 1700    19   0  D    762.221   5038.771  3.001626E+00
 2017 258 1800    14   0  D    761.850   5038.547  6.802180E-01
 2017 258 1900    19   0  D    762.221   5038.771  3.318390E-01
 2017 258 2000    19   0  D    762.221   5038.771  6.983606E-01
 2017 258 2100    19   0  D    762.221   5038.771  2.151863E+00
 2017 258 2200    10   0  D    761.696   5038.194  5.241973E-01
 2017 258 2300    19   0  D    762.221   5038.771  1.629578E-02
 2017 259 0000     9   0  D    762.308   5038.811  1.106097E-02
 2017 259 0100    10   0  D    761.696   5038.194  1.402304E-01
 2017 259 0200     7   0  D    763.210   5035.802  9.404442E-03
 2017 259 0300     9   0  D    762.308   5038.811  9.583960E-03
 2017 259 0400    19   0  D    762.221   5038.771  4.674995E-02
 2017 259 0500     9   0  D    762.308   5038.811  8.196045E-03
 2017 259 0600     9   0  D    762.308   5038.811  8.426890E-01
 2017 259 0700    19   0  D    762.221   5038.771  2.294203E+00
 2017 259 0800    19   0  D    762.221   5038.771  1.120934E+00
 2017 259 0900     9   0  D    762.308   5038.811  1.530621E+00
 2017 259 1000     9   0  D    762.308   5038.811  3.255562E+00
 2017 259 1100     9   0  D    762.308   5038.811  2.498648E+00
 2017 259 1200     9   0  D    762.308   5038.811  3.522260E+00
 2017 259 1300     9   0  D    762.308   5038.811  2.308276E+00
 2017 259 1400     1   0  D    762.253   5039.009  6.320858E-01
 2017 259 1500     1   0  D    762.253   5039.009  1.187700E+00
 2017 259 1600     1   0  D    762.253   5039.009  2.139876E+00
 2017 259 1700     1   0  D    762.253   5039.009  1.307283E+00
 2017 259 1800     1   0  D    762.253   5039.009  7.434342E-02
 2017 259 1900    13   0  D    762.726   5039.480  1.296270E-02
 2017 259 2000    13   0  D    762.726   5039.480  1.536089E-01
 2017 259 2100    12   0  D    761.689   5039.540  5.086496E-02
 2017 259 2200    13   0  D    762.726   5039.480  2.266377E-02
 2017 259 2300     9   0  D    762.308   5038.811  2.831629E-06
 2017 260 0000     9   0  D    762.308   5038.811  2.223896E-03
 2017 260 0100     1   0  D    762.253   5039.009  1.165972E-07
 2017 260 0200     9   0  D    762.308   5038.811  1.793722E-05
 2017 260 0300     9   0  D    762.308   5038.811  3.541166E-05
 2017 260 0400     9   0  D    762.308   5038.811  3.520275E-03
 2017 260 0500     9   0  D    762.308   5038.811  2.485527E-05
 2017 260 0600     0   0         0.000      0.000  0.000000E+00
 2017 260 0700    13   0  D    762.726   5039.480  5.430456E-01
 2017 260 0800    13   0  D    762.726   5039.480  4.993000E-01
 2017 260 0900    13   0  D    762.726   5039.480  3.125364E-01
 2017 260 1000    13   0  D    762.726   5039.480  1.193478E-03
 2017 260 1100    16   0  D    762.452   5039.252  2.007073E-02
 2017 260 1200    13   0  D    762.726   5039.480  1.895027E-01
 2017 260 1300    16   0  D    762.452   5039.252  6.902180E-02
 2017 260 1400    16   0  D    762.452   5039.252  3.840863E-02
 2017 260 1500    16   0  D    762.452   5039.252  5.771650E-02
 2017 260 1600    13   0  D    762.726   5039.480  1.859322E-01
 2017 260 1700    16   0  D    762.452   5039.252  8.148122E-02
 2017 260 1800    13   0  D    762.726   5039.480  9.317159E-04
 2017 260 1900     9   0  D    762.308   5038.811  7.042551E-08
 2017 260 2000    13   0  D    762.726   5039.480  1.860493E-01
 2017 260 2100    13   0  D    762.726   5039.480  2.733007E-01
 2017 260 2200    13   0  D    762.726   5039.480  9.110422E-02
 2017 260 2300    13   0  D    762.726   5039.480  9.368188E-05
 2017 261 0000     9   0  D    762.308   5038.811  1.367809E-03
 2017 261 0100     1   0  D    762.253   5039.009  9.919436E-03
 2017 261 0200    19   0  D    762.221   5038.771  1.137040E-02
 2017 261 0300     7   0  D    763.210   5035.802  4.295731E-03
